year,month,day,country,category,color,position,photo,price,page,time,model,order
2008,4,11,29,4,2,3,1,28,1,4.49253502831547,P8,12
2008,6,2,9,1,2,1,2,38,2,8.68104668284474,A20,2
2008,6,12,29,4,6,6,2,38,4,5.22566785459141,P70,2
2008,6,9,29,1,8,1,1,28,1,7.46977939564443,A1,2
2008,4,11,9,3,6,3,1,48,1,8.93801616503234,C9,7
2008,6,20,29,3,14,6,1,48,1,14.3466619818843,C17,4
2008,7,31,29,4,4,1,1,33,2,6.77990994576398,P21,1
2008,6,27,29,2,2,4,1,43,1,2.65066122635634,B11,1
2008,7,3,29,4,4,4,2,38,1,7.63610528247687,P11,1
2008,6,5,9,1,4,2,1,43,3,11.2345687418301,A41,7
2008,4,6,29,3,6,1,2,23,1,5.52087319240163,C3,2
2008,6,16,29,2,6,5,1,38,2,10.8694041743183,B32,2
2008,6,15,29,2,13,1,1,38,2,11.3981139811045,B19,12
2008,8,6,29,1,3,2,2,38,1,10.8407497176154,A4,3
2008,5,28,9,1,3,2,1,43,1,5.19313206129204,A6,1
2008,4,7,29,4,7,6,1,33,1,3.4942277208161,P16,1
2008,6,10,29,2,10,2,1,52,1,6.69633363131622,B4,1
2008,7,21,9,2,3,1,2,57,1,13.1281862032597,B2,10
2008,8,9,29,2,2,4,1,43,1,4.97314153251419,B11,1
2008,7,10,29,1,3,2,1,43,1,11.3368706917899,A6,4
2008,7,4,29,2,8,1,1,43,2,19.4032605166396,B20,16
2008,5,6,29,2,9,5,1,57,2,11.5266557545999,B31,1
2008,7,25,29,3,6,4,1,28,3,21.6360714833709,C48,2
2008,7,1,29,4,4,5,2,38,1,6.48059436115133,P15,14
2008,7,14,9,1,3,1,1,72,1,13.6149919295412,A3,8
2008,5,14,44,4,2,2,1,43,1,7.78617602615853,P6,2
2008,4,2,29,3,14,6,1,48,1,5.94312480522222,C17,1
2008,7,31,29,4,14,2,2,48,5,23.6908993919496,P78,21
2008,7,13,29,4,4,3,2,43,5,15.5316189901196,P81,4
2008,7,25,29,4,9,6,2,48,2,7.07495807823238,P34,4
2008,4,20,29,1,3,4,1,38,1,5.07339300755164,A10,4
2008,4,14,29,3,5,1,2,33,4,11.4265566139284,C57,11
2008,6,6,29,1,14,6,2,33,2,3.16584344084189,A35,2
2008,6,4,29,2,2,4,1,43,1,5.1349092307467,B11,2
2008,4,16,9,1,4,2,1,43,3,17.0696150051297,A41,15
2008,7,25,29,4,3,1,1,38,1,8.80801245136067,P1,4
2008,4,10,29,4,3,1,1,38,1,4.40925740324664,P1,1
2008,8,10,46,3,6,2,1,33,1,1.54237319761539,C6,7
2008,5,15,28,2,10,2,1,52,1,5.40020152726711,B4,1
2008,7,8,29,1,3,4,1,62,1,4.68803956448982,A11,2
2008,4,18,29,4,4,3,2,28,1,9.66377322569496,P7,6
2008,6,30,29,2,2,4,1,67,1,6.12104048042768,B10,4
2008,4,26,29,3,6,1,2,57,4,11.116144843555,C56,17
2008,7,6,29,3,14,3,1,55,3,11.1606835834341,C44,2
2008,4,24,29,2,9,5,1,38,1,12.9026013895987,B15,1
2008,5,10,29,4,14,1,1,43,3,42.2775102314972,P39,36
2008,7,9,29,2,12,1,1,67,2,4.73106605083111,B21,1
2008,4,12,29,2,10,2,1,52,1,3.79300501746868,B4,3
2008,4,30,29,1,1,1,1,62,2,10.2929544591628,A21,2
2008,8,4,9,3,14,2,2,28,3,18.3226763509323,C40,26
2008,4,5,29,1,2,4,1,38,1,8.28814930887511,A12,3
2008,8,12,29,1,3,4,1,62,1,10.2449681511555,A11,6
2008,5,5,29,1,2,1,2,38,2,8.9277103233938,A20,4
2008,4,17,29,2,2,4,1,43,1,26.4540576894143,B11,13
2008,8,3,29,3,9,5,1,48,1,6.50589709629803,C13,2
2008,6,29,29,1,8,1,1,28,1,16.8498456387848,A1,11
2008,8,10,29,3,2,3,1,33,2,5.54008933457513,C25,3
2008,4,22,29,4,2,3,2,43,2,17.7414438107214,P25,13
2008,5,17,29,4,2,2,1,43,1,14.3981654373865,P6,5
2008,8,4,29,1,3,2,1,43,1,5.6802695843498,A5,11
2008,4,3,29,4,9,6,2,48,2,9.62346226063995,P34,17
2008,4,17,29,2,3,1,2,57,1,5.02954310965186,B2,2
2008,4,9,29,4,6,5,2,33,3,5.43723503176136,P50,4
2008,4,14,29,4,2,1,1,48,1,6.91101662734932,P3,9
2008,7,2,46,1,8,1,1,28,1,6.1048049680261,A1,5
2008,5,18,29,2,13,3,1,57,2,3.33933222282913,B26,2
2008,4,14,29,3,11,2,1,48,1,12.8487684016401,C5,4
2008,7,15,29,3,11,2,1,48,1,14.3153877919063,C5,2
2008,6,2,29,4,2,6,2,38,1,8.02846096489994,P17,4
2008,4,15,29,4,6,5,2,33,3,6.64250377282639,P50,1
2008,4,20,29,1,1,1,1,62,2,5.8553220017439,A21,1
2008,7,1,29,2,2,6,1,48,2,14.5363601055853,B34,5
2008,6,5,24,3,13,2,1,28,3,7.75109414129493,C41,4
2008,7,31,29,4,4,3,1,43,2,10.3728391424438,P26,1
2008,4,22,29,3,12,1,1,43,1,8.47921714150611,C2,1
2008,7,11,29,1,3,4,1,38,1,15.5976433924912,A10,2
2008,6,25,29,1,1,5,1,28,1,10.4604585049852,A13,5
2008,7,21,29,4,3,1,1,38,1,10.3529972461006,P1,4
2008,4,18,29,1,3,2,1,43,1,6.68656697106408,A6,5
2008,6,10,29,2,6,6,2,38,1,13.2798992201581,B17,4
2008,4,20,29,4,14,3,2,28,4,22.4414760982345,P63,9
2008,7,22,29,1,3,2,1,43,1,5.76847875613858,A6,1
2008,4,2,29,4,7,2,1,43,5,23.50419109609,P77,9
2008,4,15,29,3,11,2,1,48,1,2.00211142104474,C5,1
2008,6,13,29,4,6,4,2,48,5,7.81918688820896,P82,1
2008,7,15,29,1,3,1,1,43,1,4.02226800624106,A2,1
2008,5,1,29,4,4,2,1,38,1,17.4672245198195,P4,1
2008,4,7,29,3,12,1,1,43,1,4.69322360445033,C2,3
2008,5,22,29,4,7,3,2,38,3,24.9957515839396,P43,29
2008,5,15,29,3,14,6,1,48,1,16.7067376949565,C17,7
2008,6,19,29,3,9,5,1,23,1,8.32443214745341,C14,11
2008,5,27,29,1,4,2,1,43,3,14.8891244649805,A41,2
2008,7,29,29,4,2,6,2,38,1,12.4900523647593,P17,4
2008,4,8,29,3,12,2,1,33,2,15.8640969046173,C24,6
2008,4,21,29,2,2,4,1,38,1,4.20316161814982,B12,2
2008,7,3,29,2,10,2,1,52,1,27.6869585089274,B4,29
2008,6,16,29,3,4,1,2,28,1,5.14664882500479,C1,1
2008,8,6,46,2,6,5,2,33,2,36.5101004164125,B33,23
2008,8,1,29,1,1,4,2,43,2,7.89036833023103,A28,2
2008,5,21,29,3,14,2,2,48,4,9.35150342003251,C58,5
2008,6,4,29,4,14,4,1,28,3,15.4683533058431,P46,2
2008,5,8,29,1,4,6,1,38,1,6.81154409933157,A18,4
2008,5,19,29,2,3,1,2,57,1,4.2739518578127,B2,2
2008,7,23,29,3,14,3,1,28,2,8.20494400942654,C26,4
2008,7,9,29,1,3,4,1,62,1,12.3331140339115,A11,6
2008,7,23,46,1,3,4,1,38,1,8.45169713847758,A10,4
2008,7,3,41,3,7,4,1,33,1,22.0946034513286,C11,13
2008,6,18,9,1,4,2,1,43,3,10.5620195834826,A41,3
2008,7,22,29,3,6,4,2,52,2,6.91838464254534,C29,3
2008,5,5,29,1,3,2,2,38,1,6.73862101872444,A4,7
2008,5,25,29,4,4,3,2,43,5,20.6395907077562,P81,7
2008,6,16,29,2,12,5,2,62,1,7.61868731719991,B13,6
2008,8,7,29,2,9,5,1,57,2,15.2091515934398,B31,1
2008,4,22,29,2,6,6,2,38,1,5.67734067910168,B17,1
2008,4,30,46,4,4,4,1,33,1,8.56193996668974,P12,1
2008,5,16,46,1,3,4,1,38,1,6.58337304588553,A10,1
2008,7,16,46,3,12,1,1,43,1,6.36558032656008,C2,5
2008,5,13,29,2,6,3,1,38,1,4.05687636472444,B7,2
2008,7,14,29,2,2,4,1,67,1,5.55157907658689,B10,3
2008,5,29,29,4,3,1,1,38,1,7.67535936393458,P1,2
2008,7,3,29,2,6,6,2,38,1,10.2243812855598,B17,6
2008,5,26,29,2,9,4,1,38,2,10.4205319723859,B28,7
2008,5,4,29,2,12,5,2,62,1,11.7640826469098,B13,2
2008,7,19,29,3,2,3,2,48,1,8.51178087195278,C8,3
2008,7,25,29,1,2,1,2,38,2,6.80516622521513,A20,2
2008,7,15,29,2,2,4,1,43,1,7.18580176625084,B11,10
2008,8,8,16,1,3,4,1,62,1,3.72111754810354,A11,2
2008,5,16,29,2,2,3,1,57,2,15.7265537960756,B27,3
2008,4,9,29,4,14,1,1,43,3,9.48708210720974,P39,4
2008,7,21,29,3,9,5,1,48,1,6.64578974058928,C13,4
2008,6,28,29,4,6,4,2,48,5,9.13085497600705,P82,4
2008,6,5,29,3,2,4,1,48,3,4.54840581441797,C46,3
2008,5,28,29,2,12,6,1,52,1,3.3229438855844,B16,1
2008,6,27,21,4,7,1,1,33,5,14.6024697099372,P75,8
2008,5,16,41,4,7,2,1,43,5,51.0256387269354,P77,40
2008,8,10,29,2,2,2,1,67,2,14.0832540112081,B22,22
2008,4,29,29,3,14,6,1,57,3,11.3775305596228,C54,5
2008,4,2,29,4,4,2,1,43,3,6.10544973304762,P40,1
2008,6,6,29,4,2,2,1,43,1,8.1348527421123,P6,10
2008,6,27,24,3,6,4,1,28,3,14.1109007766181,C48,6
2008,5,12,46,2,13,1,1,38,2,7.98976231242388,B19,5
2008,4,18,29,2,12,5,2,62,1,8.95993819508008,B13,9
2008,4,30,29,2,2,3,1,57,2,9.94133304449191,B27,2
2008,6,13,9,2,3,1,2,57,1,9.7319198631634,B2,2
2008,7,9,29,1,2,1,2,38,2,8.47841161103204,A20,1
2008,5,24,29,1,3,2,1,43,1,14.2271394551839,A5,4
2008,5,12,29,4,2,1,1,48,1,11.1007142059566,P3,2
2008,7,18,29,2,10,2,1,52,1,6.7763865490332,B4,2
2008,5,15,29,4,4,5,2,38,1,9.91051850072862,P15,10
2008,4,23,9,1,14,5,2,33,1,7.08876957848056,A15,2
2008,4,4,29,3,14,2,2,28,3,5.96794066709948,C40,1
2008,7,16,29,4,2,6,2,33,4,4.9858004980956,P71,2
2008,6,23,29,3,9,5,1,48,1,13.6942363246701,C13,11
2008,5,27,29,1,6,5,2,62,2,12.2905350849984,A31,12
2008,7,11,29,3,9,6,1,50,2,7.71405730721988,C35,6
2008,7,22,29,3,2,6,1,38,3,5.42771653953384,C52,2
2008,7,2,29,4,9,2,2,43,3,17.369716781365,P41,15
2008,5,18,29,2,2,4,1,67,1,5.34122174918362,B10,1
2008,4,5,29,3,2,3,2,48,1,4.82469434792256,C8,1
2008,4,29,29,2,6,5,1,38,2,13.1763111171701,B32,5
2008,6,9,29,2,7,2,1,38,2,16.1267762395644,B23,5
2008,7,8,29,1,3,3,1,55,2,3.88186396657691,A27,2
2008,5,12,29,2,13,1,1,38,2,9.95167615185663,B19,5
2008,7,25,29,4,7,6,1,33,1,50.8934442743543,P16,7
2008,4,16,9,3,14,2,2,28,3,6.70804142268234,C40,4
2008,5,13,29,4,9,6,2,48,2,14.0715398702167,P34,10
2008,4,26,29,3,6,5,1,33,1,7.26791483807171,C15,1
2008,7,2,29,2,9,5,1,38,1,9.76392001608778,B15,6
2008,5,24,9,1,6,5,2,62,2,8.14065168135345,A31,1
2008,8,5,29,2,1,3,1,48,1,6.83622064643226,B9,2
2008,4,16,29,4,6,6,2,38,4,12.4601956560578,P70,8
2008,4,20,29,2,12,6,1,52,1,9.16394943376263,B16,3
2008,7,28,29,4,2,6,1,28,1,10.7572993006455,P18,6
2008,7,9,29,3,13,3,1,48,1,9.69969011139649,C7,2
2008,4,25,29,4,6,2,2,28,3,2.2128859511517,P42,1
2008,6,14,29,2,12,5,2,62,1,11.0407163359674,B13,8
2008,7,24,29,1,3,4,1,38,1,10.8943496301486,A10,1
2008,6,11,9,1,1,6,1,33,1,10.2808887774798,A16,9
2008,6,30,46,2,2,4,1,38,1,13.8193742789034,B12,4
2008,5,27,29,4,2,1,1,48,2,14.0404514095356,P19,8
2008,6,6,29,2,12,6,1,52,1,3.61940929064695,B16,2
2008,4,4,29,3,13,1,1,48,4,21.4257614207119,C55,4
2008,6,14,29,3,11,2,1,48,1,4.75116609696622,C5,3
2008,4,1,29,2,10,2,1,52,1,3.33651645922668,B4,1
2008,4,6,9,1,3,5,1,60,1,6.05332933836391,A14,7
2008,4,7,29,4,2,1,1,33,4,7.73632198078343,P56,11
2008,4,19,9,3,11,2,1,48,1,8.22527616760362,C5,8
2008,4,17,29,3,4,1,2,28,1,8.03197037064118,C1,13
2008,4,15,29,3,13,3,1,48,1,12.5579518539162,C7,1
2008,4,3,9,3,9,4,2,28,1,8.93051041937934,C10,1
2008,5,4,9,2,6,5,1,38,2,23.9255994761498,B32,1
2008,5,21,29,2,9,5,1,38,1,8.87031964196832,B15,2
2008,7,24,29,4,2,6,1,28,1,24.7403426311182,P18,11
2008,5,19,29,4,12,1,2,33,5,13.2026301485989,P74,5
2008,6,6,29,2,14,2,2,52,1,9.50904452102413,B5,4
2008,4,10,29,3,6,5,1,20,3,15.3153727029201,C51,27
2008,6,5,46,2,6,5,1,38,2,6.66376877805405,B32,5
2008,6,5,29,4,9,4,2,33,3,3.37462614118901,P48,3
2008,6,27,29,4,7,6,1,33,1,7.27713997102251,P16,16
2008,4,7,29,2,13,1,1,38,2,6.31918195025849,B19,22
2008,7,22,29,3,14,2,2,48,4,9.6621048261743,C58,4
2008,5,3,9,1,1,4,2,43,2,15.2227425611312,A28,12
2008,4,10,24,4,6,6,2,38,4,30.3210434149662,P70,17
2008,6,26,29,4,6,4,2,48,5,18.3426577363812,P82,1
2008,5,14,29,1,3,3,1,82,1,14.1115434504678,A9,21
2008,7,2,29,1,2,6,1,62,1,4.30117348813844,A17,1
2008,4,1,28,4,3,1,1,38,1,20.9160461525296,P1,11
2008,5,8,29,4,2,5,2,38,1,9.23788302684557,P14,2
2008,4,25,29,4,14,3,2,28,4,2.07518635158763,P63,1
2008,7,11,29,3,14,6,1,57,3,8.18240867505682,C54,2
2008,7,25,9,1,3,1,1,72,1,7.63646393076048,A3,12
2008,7,24,29,4,9,5,1,43,2,7.56453633471965,P33,3
2008,4,29,29,2,2,2,1,52,1,8.31485224501205,B6,3
2008,6,10,29,2,1,3,1,48,1,4.57061836271909,B9,1
2008,7,14,29,1,2,1,2,38,2,13.5753333831025,A20,20
2008,4,2,29,2,6,3,1,38,2,10.0757794111546,B25,10
2008,7,17,29,3,9,6,1,48,1,8.63252526347817,C18,4
2008,6,7,29,2,11,2,1,57,2,5.90161787619055,B24,6
2008,4,19,29,2,10,2,1,52,1,4.38233440595184,B4,1
2008,8,1,3,4,14,1,1,43,3,11.4672063922605,P39,17
2008,6,27,29,3,6,1,2,57,4,8.21269474372719,C56,1
2008,8,3,29,3,9,5,2,20,3,8.53255755809363,C50,8
2008,7,19,29,1,3,1,1,43,1,9.66453180509579,A2,1
2008,6,10,29,2,2,4,1,67,1,15.4331636230772,B10,4
2008,6,2,9,1,14,5,2,33,1,10.5359529389928,A15,1
2008,5,1,29,4,4,5,2,38,1,9.67743961434476,P15,1
2008,7,21,29,3,2,3,2,48,1,17.7668741419826,C8,12
2008,7,11,29,1,8,1,1,28,1,11.3969652551633,A1,5
2008,4,28,29,1,2,4,1,38,1,8.36075348293683,A12,1
2008,8,9,29,3,14,5,1,48,2,7.95412185007402,C33,1
2008,7,17,29,4,3,1,1,28,1,6.39666478397628,P2,1
2008,7,21,29,3,4,2,1,48,1,6.53183485318743,C4,1
2008,6,2,29,2,12,1,1,52,1,9.20765969851591,B3,7
2008,7,4,29,2,6,5,2,33,2,7.08966462948411,B33,3
2008,7,20,29,2,2,5,1,62,1,4.60204495430852,B14,3
2008,6,20,34,3,11,2,1,48,1,9.20154895275095,C5,1
2008,5,23,29,2,7,2,1,38,2,11.8493670551197,B23,11
2008,5,14,29,1,2,6,1,62,1,9.4146615451619,A17,3
2008,4,17,29,3,9,5,1,48,1,4.82152589269216,C13,1
2008,8,9,29,1,3,2,1,43,1,7.89781549665199,A5,4
2008,5,26,29,1,6,4,1,38,2,10.6939053870624,A30,6
2008,5,14,29,3,6,2,1,33,1,3.27918990755975,C6,3
2008,5,16,29,4,14,1,1,43,3,10.996277152595,P39,8
2008,7,3,29,4,9,4,2,33,3,9.88379608549111,P48,2
2008,5,26,29,4,9,4,2,33,3,24.2599600134832,P48,2
2008,4,4,9,1,3,1,1,72,1,6.49333172870357,A3,1
2008,4,24,29,1,2,6,1,62,1,1.82272436709123,A17,1
2008,5,6,29,2,12,1,1,52,1,11.5324649281756,B3,12
2008,5,25,29,2,9,5,1,38,1,6.68880128585608,B15,2
2008,5,16,29,1,6,4,1,38,2,8.88281589130685,A30,12
2008,4,13,29,3,14,1,1,57,2,52.5680359792353,C21,48
2008,6,28,29,4,6,4,2,48,5,7.26815548764038,P82,2
2008,7,15,9,1,14,5,2,33,1,6.1745669000831,A15,5
2008,7,21,29,4,3,1,1,38,1,17.27732299692,P1,7
2008,6,19,29,4,4,6,1,28,2,7.45610594704687,P35,9
2008,4,29,29,3,4,2,1,48,1,14.821756155309,C4,13
2008,6,25,29,2,2,6,1,48,2,14.6425443217896,B34,10
2008,4,18,29,1,1,6,1,33,1,15.492614249877,A16,3
2008,6,7,29,4,4,6,1,28,2,17.518426723102,P35,14
2008,5,24,29,1,2,6,1,62,1,8.61703510349661,A17,1
2008,7,23,29,3,6,1,2,57,4,5.33036680139349,C56,3
2008,4,7,29,3,9,5,1,23,1,8.93089438764722,C14,12
2008,4,20,29,1,1,1,1,62,2,7.60722633551443,A21,2
2008,4,20,29,1,1,6,1,33,1,9.08617366193708,A16,1
2008,6,13,29,2,2,4,1,38,1,10.9028297813259,B12,5
2008,4,27,29,1,2,5,1,38,2,16.0923014247624,A32,21
2008,7,26,29,1,1,3,1,38,2,10.6577537006182,A25,16
2008,7,21,9,3,6,1,2,57,4,14.8687858606768,C56,3
2008,4,4,9,2,6,6,2,38,1,10.0841630978282,B17,3
2008,4,12,24,3,14,2,2,28,3,34.527446956396,C40,24
2008,4,13,21,1,3,2,1,43,1,5.0074810913341,A5,5
2008,4,1,29,4,4,4,1,33,1,5.46127306379851,P12,1
2008,7,25,29,1,2,6,1,62,1,8.46470623077753,A17,2
2008,8,2,29,1,14,5,2,33,1,4.69886764807533,A15,2
2008,7,22,29,4,3,1,1,28,1,18.044169014319,P2,6
2008,6,3,29,2,2,4,1,67,1,9.82255947874824,B10,4
2008,8,5,29,4,14,2,2,48,5,23.1557310778246,P78,15
2008,7,28,29,1,2,4,1,38,1,9.18067812113195,A12,14
2008,6,1,29,2,9,5,1,57,2,10.8827963165218,B31,4
2008,4,3,29,4,7,3,1,28,5,7.95784444659644,P80,11
2008,6,15,29,3,6,1,2,57,4,13.3577232622735,C56,6
2008,5,27,29,2,2,3,1,57,2,10.5008734203605,B27,3
2008,5,14,29,3,7,6,1,48,2,8.36114249339239,C34,8
2008,5,20,29,4,6,6,2,38,4,36.3340551230565,P70,58
2008,4,19,29,3,14,6,1,48,1,10.4958955883471,C17,5
2008,5,14,29,3,11,3,1,48,2,23.2521654743452,C27,18
2008,4,6,9,2,12,5,2,62,1,9.49206737121949,B13,6
2008,7,16,29,1,3,1,1,43,1,7.76543375100724,A2,1
2008,6,10,29,3,12,1,1,43,1,2.94488255784001,C2,5
2008,8,7,29,3,9,5,2,20,3,11.0093786618372,C50,5
2008,4,25,24,1,4,2,1,43,3,10.6624815091591,A41,1
2008,7,29,29,4,12,3,2,33,4,17.1230575697856,P62,11
2008,4,1,29,1,4,1,1,38,3,29.0183767460264,A39,19
2008,6,4,44,3,5,2,2,52,4,21.4683504078735,C59,11
2008,6,6,9,3,13,1,1,38,3,16.7575819274603,C38,21
2008,6,3,29,3,6,5,1,33,1,2.05870126832699,C15,1
2008,4,18,29,4,4,4,1,33,1,9.5350182519126,P12,5
2008,5,18,29,4,9,4,2,43,4,10.3430671155714,P65,7
2008,4,15,29,2,6,6,2,38,1,4.77848753205294,B17,2
2008,5,19,29,1,14,5,2,33,1,6.28839894856529,A15,8
2008,8,9,29,1,2,4,1,38,1,12.1038955251439,A12,2
2008,7,17,29,3,2,3,2,48,1,16.2622939776145,C8,3
2008,7,14,29,3,7,4,1,33,1,20.6379494013142,C11,11
2008,6,19,29,2,2,4,1,38,1,10.99189987289,B12,4
2008,6,24,29,2,2,4,1,38,1,13.2191258132699,B12,4
2008,4,12,29,1,3,5,1,60,1,8.54445684666483,A14,4
2008,6,21,29,2,11,2,1,57,2,3.94999114095499,B24,4
2008,7,7,9,3,12,1,1,48,2,9.21943494734546,C19,2
2008,6,7,29,2,9,4,1,38,2,14.7160028237513,B28,11
2008,7,6,29,4,4,3,2,23,1,8.18747560679662,P9,6
2008,4,6,29,4,9,2,2,43,3,12.517861792577,P41,3
2008,4,15,29,4,2,6,2,38,1,7.62582283449039,P17,2
2008,4,15,29,2,12,6,1,52,1,13.0471186662287,B16,2
2008,8,4,29,3,2,4,2,28,2,19.9328909928613,C30,9
2008,6,12,29,2,6,5,1,38,2,16.1510039950786,B32,5
2008,4,10,29,1,3,3,1,82,1,5.92053672136459,A9,3
2008,5,14,9,2,4,3,2,52,1,14.1488155525916,B8,4
2008,4,6,9,3,6,4,1,28,3,14.5162705396497,C48,15
2008,4,10,29,4,9,5,1,43,2,7.54996571878231,P33,6
2008,4,6,9,3,14,2,2,28,3,10.0240807658245,C40,4
2008,5,22,9,1,2,4,1,38,1,9.4776763846193,A12,3
2008,7,15,29,2,2,4,1,67,1,7.77787412273758,B10,5
2008,6,4,29,3,2,4,1,48,3,19.4655646433573,C46,29
2008,4,29,9,1,3,4,1,62,1,11.7835966582728,A11,11
2008,4,13,29,3,6,2,1,33,1,9.14836334330319,C6,10
2008,7,18,29,1,14,5,2,33,1,3.67414338688938,A15,6
2008,6,27,9,1,3,3,1,82,1,18.0431234432115,A9,12
2008,4,30,29,2,12,5,2,62,1,7.08755019950797,B13,4
2008,7,24,29,1,8,1,1,28,1,10.9195564087926,A1,1
2008,5,1,29,2,13,1,1,38,2,6.87718081337253,B19,1
2008,7,16,29,1,2,6,1,38,2,21.4664438509649,A34,15
2008,8,11,29,2,10,2,1,52,1,6.37603050269547,B4,4
2008,7,30,29,3,13,3,1,48,1,17.9170918928174,C7,11
2008,7,22,29,1,4,2,1,62,2,9.24622441257454,A22,14
2008,5,28,29,2,10,2,1,52,1,6.36225303296026,B4,9
2008,4,3,29,3,2,3,2,48,1,8.65724827356251,C8,3
2008,4,6,29,4,4,4,2,65,1,5.95941539370183,P10,1
2008,6,30,29,2,10,2,1,52,1,6.9180431142936,B4,2
2008,4,30,9,1,3,4,1,38,1,6.237562493219,A10,3
2008,4,2,46,3,2,4,1,48,3,7.27249449269926,C46,1
2008,5,14,29,1,1,6,1,33,1,11.0451222043123,A16,10
2008,4,2,29,2,12,6,1,52,1,18.2189342120192,B16,19
2008,5,25,29,1,2,1,2,38,2,8.85179897685742,A20,2
2008,7,2,29,4,3,1,1,38,1,4.91636230526806,P1,2
2008,7,22,29,2,9,5,1,57,2,2.48482859897657,B31,1
2008,7,31,29,1,2,6,1,38,2,14.2781848227575,A34,7
2008,5,9,29,3,6,1,2,57,4,11.493321094263,C56,1
2008,6,21,9,3,13,6,1,28,1,9.54777553234298,C16,3
2008,5,24,29,3,14,6,1,48,1,13.0938994658137,C17,7
2008,7,18,29,3,9,5,1,48,1,10.7821695482041,C13,6
2008,7,31,29,4,2,2,1,43,1,1.7166084489262,P6,1
2008,4,1,29,3,9,4,2,28,1,4.83123807909307,C10,1
2008,8,5,29,2,12,5,2,62,1,3.71532835343641,B13,1
2008,7,18,29,4,3,1,1,38,1,9.01349455718888,P1,11
2008,7,23,29,1,2,1,1,62,3,8.45462264839764,A37,7
2008,4,25,24,1,1,1,1,62,2,6.09352611962294,A21,4
2008,4,27,42,4,6,4,2,48,5,33.8827736485621,P82,26
2008,4,23,29,2,3,1,2,57,1,4.86020416591836,B2,4
2008,4,11,24,2,6,5,1,38,2,10.808537372299,B32,6
2008,6,26,29,4,4,4,2,38,1,3.51069572308086,P11,1
2008,6,22,29,3,5,1,2,33,4,11.2018422059313,C57,8
2008,7,9,29,2,4,3,2,52,1,3.4708568958222,B8,1
2008,4,2,44,3,6,5,1,20,3,12.7736826393069,C51,8
2008,4,16,10,2,9,4,1,57,2,11.8609980094161,B30,2
2008,7,18,29,2,3,1,2,57,1,12.3526982446572,B2,41
2008,5,20,29,4,4,3,2,23,1,10.8303543923157,P9,3
2008,4,1,9,2,4,1,1,57,1,9.40636317488798,B1,7
2008,7,28,9,2,4,1,1,57,1,8.21439405453537,B1,5
2008,7,31,29,4,7,6,1,33,1,18.2078518542408,P16,6
2008,7,19,29,3,14,6,1,48,1,7.18790890027761,C17,3
2008,4,11,29,1,3,1,1,43,1,5.66642183390755,A2,1
2008,5,24,29,3,11,2,1,48,1,23.2769093297945,C5,11
2008,6,24,29,3,9,5,1,23,1,5.46151773746605,C14,2
2008,5,28,29,2,9,4,1,38,2,8.63591306537084,B28,5
2008,6,11,29,3,11,2,1,48,1,12.5453638804607,C5,3
2008,5,25,29,2,3,1,2,57,1,4.17411664452019,B2,3
2008,4,20,29,2,9,5,1,57,2,8.49191114470227,B31,7
2008,6,29,29,1,3,4,1,38,1,5.36092907084514,A10,4
2008,5,31,29,1,3,2,2,38,1,12.8304568019157,A4,20
2008,6,29,29,1,3,4,1,62,1,4.74702467749099,A11,1
2008,8,4,29,2,9,4,1,57,2,6.30721924534453,B30,4
2008,5,3,29,2,3,1,2,57,1,8.56162395635774,B2,1
2008,8,11,29,3,7,6,1,48,2,6.31375011415732,C34,4
2008,6,12,29,3,6,1,2,57,4,6.00441682827114,C56,1
2008,5,29,29,2,13,1,1,38,2,33.8633829816009,B19,10
2008,6,15,29,2,6,5,1,38,2,6.00271729487988,B32,1
2008,5,9,41,4,9,4,2,33,3,15.8764456501225,P48,16
2008,7,11,29,4,7,3,2,38,3,13.1207530537215,P43,8
2008,4,30,29,1,6,2,1,28,3,15.1700715969184,A42,2
2008,5,11,29,1,6,1,1,62,3,16.6068602982813,A38,8
2008,7,21,29,1,2,6,1,62,1,17.8597082122264,A17,8
2008,8,8,29,3,12,2,1,33,2,7.42228412458318,C24,10
2008,4,30,9,3,9,6,1,50,2,8.71833935064699,C35,4
2008,7,7,29,4,2,2,2,43,5,15.820900213939,P76,7
2008,5,19,29,3,13,3,1,48,1,4.99663988577806,C7,1
2008,6,27,9,2,12,1,1,52,1,6.74536150080865,B3,4
2008,4,4,29,4,3,1,1,38,1,11.8003813604542,P1,4
2008,7,16,29,1,1,5,1,28,1,2.08700969866933,A13,1
2008,6,17,29,2,12,6,1,52,1,6.52399734437293,B16,6
2008,4,5,29,2,12,5,2,62,1,3.27293206868134,B13,3
2008,5,25,29,2,13,1,1,38,2,8.97611362855397,B19,5
2008,6,25,29,2,2,5,1,62,1,9.94351138016198,B14,11
2008,6,8,24,2,6,5,2,33,2,6.96326737602066,B33,1
2008,7,7,29,3,14,6,1,48,1,14.2432025456329,C17,8
2008,4,5,29,1,1,1,1,62,2,17.1746953624893,A21,14
2008,4,1,29,4,2,2,1,43,1,14.7321262891748,P6,7
2008,4,6,29,3,14,2,2,28,3,16.9772187917454,C40,5
2008,6,15,29,3,14,2,2,48,4,20.0042404714704,C58,5
2008,6,11,29,3,12,5,1,33,2,17.6166127632071,C31,7
2008,4,21,29,1,1,1,1,62,2,12.3438604837147,A21,4
2008,4,23,29,2,6,3,1,38,2,5.39982378221986,B25,2
